head,tail,relation,head_name,tail_name,head_type,tail_type,score,predicted,actual
14358,11485,drug-gene,"('134', 'ADORA1', 'gene/protein')","('DB12670', 'Rolofylline', 'drug')",unknown,unknown,2.6504855236042686e-15,0,1.0
9248,21156,drug-gene,"('DB06525', 'Ganstigmine', 'drug')","('43', 'ACHE', 'gene/protein')",unknown,unknown,2.7247080561568476e-15,0,1.0
21156,9248,drug-gene,"('43', 'ACHE', 'gene/protein')","('DB06525', 'Ganstigmine', 'drug')",unknown,unknown,2.7247080561568476e-15,0,1.0
17136,9814,drug-gene,"('23621', 'BACE1', 'gene/protein')","('DB07345', '4-(2-aminoethyl)-2-cyclohexylphenol', 'drug')",unknown,unknown,3.073139717691114e-15,0,1.0
9814,17136,drug-gene,"('DB07345', '4-(2-aminoethyl)-2-cyclohexylphenol', 'drug')","('23621', 'BACE1', 'gene/protein')",unknown,unknown,3.073139717691114e-15,0,1.0
8445,17502,drug-gene,"('DB04636', 'Glutamine t-butyl ester', 'drug')","('25797', 'QPCT', 'gene/protein')",unknown,unknown,3.074171192062633e-15,0,1.0
17502,8445,drug-gene,"('25797', 'QPCT', 'gene/protein')","('DB04636', 'Glutamine t-butyl ester', 'drug')",unknown,unknown,3.074171192062633e-15,0,1.0
29510,9269,drug-gene,"('8795', 'TNFRSF10B', 'gene/protein')","('DB06599', 'Lexatumumab', 'drug')",unknown,unknown,3.2042752410026566e-15,0,1.0
9269,29510,drug-gene,"('DB06599', 'Lexatumumab', 'drug')","('8795', 'TNFRSF10B', 'gene/protein')",unknown,unknown,3.2042752410026566e-15,0,1.0
29510,9269,drug-gene,"('8795', 'TNFRSF10B', 'gene/protein')","('DB06599', 'Lexatumumab', 'drug')",unknown,unknown,3.2042752410026566e-15,0,1.0
9269,29510,drug-gene,"('DB06599', 'Lexatumumab', 'drug')","('8795', 'TNFRSF10B', 'gene/protein')",unknown,unknown,3.2042752410026566e-15,0,1.0
10775,19424,drug-gene,"('DB08787', '4-(2,4-dichlorophenyl)-5-phenyldiazenyl-pyrimidin-2-amine', 'drug')","('3320', 'HSP90AA1', 'gene/protein')",unknown,unknown,3.295702495021628e-15,0,1.0
19424,10775,drug-gene,"('3320', 'HSP90AA1', 'gene/protein')","('DB08787', '4-(2,4-dichlorophenyl)-5-phenyldiazenyl-pyrimidin-2-amine', 'drug')",unknown,unknown,3.295702495021628e-15,0,1.0
17136,10083,drug-gene,"('23621', 'BACE1', 'gene/protein')","('DB07734', 'N-(1-benzylpiperidin-4-yl)-4-sulfanylbutanamide', 'drug')",unknown,unknown,3.7213371862916244e-15,0,1.0
10083,17136,drug-gene,"('DB07734', 'N-(1-benzylpiperidin-4-yl)-4-sulfanylbutanamide', 'drug')","('23621', 'BACE1', 'gene/protein')",unknown,unknown,3.7213371862916244e-15,0,1.0
9237,18329,drug-gene,"('DB06494', 'Sufugolix', 'drug')","('2798', 'GNRHR', 'gene/protein')",unknown,unknown,4.1349827614679466e-15,0,1.0
18329,9237,drug-gene,"('2798', 'GNRHR', 'gene/protein')","('DB06494', 'Sufugolix', 'drug')",unknown,unknown,4.1349827614679466e-15,0,1.0
24954,7368,drug-gene,"('5868', 'RAB5A', 'gene/protein')","('DB02467', 'L-methionine (S)-S-oxide', 'drug')",unknown,unknown,5.071024048402097e-15,0,1.0
7368,24954,drug-gene,"('DB02467', 'L-methionine (S)-S-oxide', 'drug')","('5868', 'RAB5A', 'gene/protein')",unknown,unknown,5.071043530159884e-15,0,1.0
25006,7367,drug-gene,"('5916', 'RARG', 'gene/protein')","('DB02466', 'BMS-181156', 'drug')",unknown,unknown,5.407805195263354e-15,0,1.0
7367,25006,drug-gene,"('DB02466', 'BMS-181156', 'drug')","('5916', 'RARG', 'gene/protein')",unknown,unknown,5.407825947570562e-15,0,1.0
25006,7367,drug-gene,"('5916', 'RARG', 'gene/protein')","('DB02466', 'BMS-181156', 'drug')",unknown,unknown,5.407825947570562e-15,0,1.0
7367,25006,drug-gene,"('DB02466', 'BMS-181156', 'drug')","('5916', 'RARG', 'gene/protein')",unknown,unknown,5.407825947570562e-15,0,1.0
19424,9792,drug-gene,"('3320', 'HSP90AA1', 'gene/protein')","('DB07317', '(3E)-3-[(phenylamino)methylidene]dihydrofuran-2(3H)-one', 'drug')",unknown,unknown,6.162187561164611e-15,0,1.0
9792,19424,drug-gene,"('DB07317', '(3E)-3-[(phenylamino)methylidene]dihydrofuran-2(3H)-one', 'drug')","('3320', 'HSP90AA1', 'gene/protein')",unknown,unknown,6.162187561164611e-15,0,1.0
10579,19424,drug-gene,"('DB08442', '4-{[(2R)-2-(2-methylphenyl)pyrrolidin-1-yl]carbonyl}benzene-1,3-diol', 'drug')","('3320', 'HSP90AA1', 'gene/protein')",unknown,unknown,6.5999748458871015e-15,0,1.0
19424,10579,drug-gene,"('3320', 'HSP90AA1', 'gene/protein')","('DB08442', '4-{[(2R)-2-(2-methylphenyl)pyrrolidin-1-yl]carbonyl}benzene-1,3-diol', 'drug')",unknown,unknown,6.5999748458871015e-15,0,1.0
12371,10048,drug-gene,"('1017', 'CDK2', 'gene/protein')","('DB07686', '4-{[5-(CYCLOHEXYLAMINO)[1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-YL]AMINO}BENZENESULFONAMIDE', 'drug')",unknown,unknown,6.9980600023058885e-15,0,1.0
10048,12371,drug-gene,"('DB07686', '4-{[5-(CYCLOHEXYLAMINO)[1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-YL]AMINO}BENZENESULFONAMIDE', 'drug')","('1017', 'CDK2', 'gene/protein')",unknown,unknown,6.998087107360201e-15,0,1.0
22797,8263,drug-gene,"('5409', 'PNMT', 'gene/protein')","('DB04273', '8,9-Dichloro-2,3,4,5-Tetrahydro-1h-Benzo[C]Azepine', 'drug')",unknown,unknown,7.083305821634035e-15,0,1.0
8263,22797,drug-gene,"('DB04273', '8,9-Dichloro-2,3,4,5-Tetrahydro-1h-Benzo[C]Azepine', 'drug')","('5409', 'PNMT', 'gene/protein')",unknown,unknown,7.083305821634035e-15,0,1.0
22797,8263,drug-gene,"('5409', 'PNMT', 'gene/protein')","('DB04273', '8,9-Dichloro-2,3,4,5-Tetrahydro-1h-Benzo[C]Azepine', 'drug')",unknown,unknown,7.083332926688347e-15,0,1.0
8263,22797,drug-gene,"('DB04273', '8,9-Dichloro-2,3,4,5-Tetrahydro-1h-Benzo[C]Azepine', 'drug')","('5409', 'PNMT', 'gene/protein')",unknown,unknown,7.083332926688347e-15,0,1.0
24137,9462,drug-gene,"('5644', 'PRSS1', 'gene/protein')","('DB06918', '2-(2-METHYLPHENYL)-1H-INDOLE-6-CARBOXIMIDAMIDE', 'drug')",unknown,unknown,8.8470177296812e-15,0,1.0
9462,24137,drug-gene,"('DB06918', '2-(2-METHYLPHENYL)-1H-INDOLE-6-CARBOXIMIDAMIDE', 'drug')","('5644', 'PRSS1', 'gene/protein')",unknown,unknown,8.8470177296812e-15,0,1.0
9462,24137,drug-gene,"('DB06918', '2-(2-METHYLPHENYL)-1H-INDOLE-6-CARBOXIMIDAMIDE', 'drug')","('5644', 'PRSS1', 'gene/protein')",unknown,unknown,8.847050763966142e-15,0,1.0
24137,9462,drug-gene,"('5644', 'PRSS1', 'gene/protein')","('DB06918', '2-(2-METHYLPHENYL)-1H-INDOLE-6-CARBOXIMIDAMIDE', 'drug')",unknown,unknown,8.84708549231698e-15,0,1.0
9652,26481,drug-gene,"('DB07147', 'methyl (1R,2S)-2-(hydroxycarbamoyl)-1-{4-[(2-methylquinolin-4-yl)methoxy]benzyl}cyclopropanecarboxylate', 'drug')","('6868', 'ADAM17', 'gene/protein')",unknown,unknown,8.897411954878094e-15,0,1.0
26481,9652,drug-gene,"('6868', 'ADAM17', 'gene/protein')","('DB07147', 'methyl (1R,2S)-2-(hydroxycarbamoyl)-1-{4-[(2-methylquinolin-4-yl)methoxy]benzyl}cyclopropanecarboxylate', 'drug')",unknown,unknown,8.897411954878094e-15,0,1.0
5942,15281,drug-gene,"('DB00389', 'Carbimazole', 'drug')","('1588', 'CYP19A1', 'gene/protein')",unknown,unknown,9.592875132484815e-15,0,1.0
15281,5942,drug-gene,"('1588', 'CYP19A1', 'gene/protein')","('DB00389', 'Carbimazole', 'drug')",unknown,unknown,9.592875132484815e-15,0,1.0
9042,12421,drug-gene,"('DB05969', 'SNS-032', 'drug')","('1022', 'CDK7', 'gene/protein')",unknown,unknown,1.0648198563666632e-14,0,1.0
12421,9042,drug-gene,"('1022', 'CDK7', 'gene/protein')","('DB05969', 'SNS-032', 'drug')",unknown,unknown,1.0648198563666632e-14,0,1.0
8194,15755,drug-gene,"('DB04117', '4-(N,N-Dimethylamino)cinnamoyl-CoA', 'drug')","('1892', 'ECHS1', 'gene/protein')",unknown,unknown,1.1294980216695807e-14,0,1.0
15755,8194,drug-gene,"('1892', 'ECHS1', 'gene/protein')","('DB04117', '4-(N,N-Dimethylamino)cinnamoyl-CoA', 'drug')",unknown,unknown,1.1294980216695807e-14,0,1.0
12371,7964,drug-gene,"('1017', 'CDK2', 'gene/protein')","('DB03663', '1-[(2-Amino-6,9-Dihydro-1h-Purin-6-Yl)Oxy]-3-Methyl-2-Butanol', 'drug')",unknown,unknown,1.1955114497105498e-14,0,1.0
7964,12371,drug-gene,"('DB03663', '1-[(2-Amino-6,9-Dihydro-1h-Purin-6-Yl)Oxy]-3-Methyl-2-Butanol', 'drug')","('1017', 'CDK2', 'gene/protein')",unknown,unknown,1.1955114497105498e-14,0,1.0
12371,7964,drug-gene,"('1017', 'CDK2', 'gene/protein')","('DB03663', '1-[(2-Amino-6,9-Dihydro-1h-Purin-6-Yl)Oxy]-3-Methyl-2-Butanol', 'drug')",unknown,unknown,1.1955205976663802e-14,0,1.0
7964,12371,drug-gene,"('DB03663', '1-[(2-Amino-6,9-Dihydro-1h-Purin-6-Yl)Oxy]-3-Methyl-2-Butanol', 'drug')","('1017', 'CDK2', 'gene/protein')",unknown,unknown,1.1955205976663802e-14,0,1.0
18274,10926,drug-gene,"('2740', 'GLP1R', 'gene/protein')","('DB09045', 'Dulaglutide', 'drug')",unknown,unknown,1.4966413186350523e-14,0,1.0
10926,18274,drug-gene,"('DB09045', 'Dulaglutide', 'drug')","('2740', 'GLP1R', 'gene/protein')",unknown,unknown,1.4966413186350523e-14,0,1.0
27117,9533,drug-gene,"('7465', 'WEE1', 'gene/protein')","('DB07006', '9-HYDROXY-6-(3-HYDROXYPROPYL)-4-(2-METHOXYPHENYL)PYRROLO[3,4-C]CARBAZOLE-1,3(2H,6H)-DIONE', 'drug')",unknown,unknown,1.6232075227126316e-14,0,1.0
9533,27117,drug-gene,"('DB07006', '9-HYDROXY-6-(3-HYDROXYPROPYL)-4-(2-METHOXYPHENYL)PYRROLO[3,4-C]CARBAZOLE-1,3(2H,6H)-DIONE', 'drug')","('7465', 'WEE1', 'gene/protein')",unknown,unknown,1.6232105720312417e-14,0,1.0
12371,7882,drug-gene,"('1017', 'CDK2', 'gene/protein')","('DB03490', '3-Pyridin-4-Yl-2,4-Dihydro-Indeno[1,2-.C.]Pyrazole', 'drug')",unknown,unknown,1.7377378968294957e-14,0,1.0
7882,12371,drug-gene,"('DB03490', '3-Pyridin-4-Yl-2,4-Dihydro-Indeno[1,2-.C.]Pyrazole', 'drug')","('1017', 'CDK2', 'gene/protein')",unknown,unknown,1.7377378968294957e-14,0,1.0
30246,11641,drug-gene,"('930', 'CD19', 'gene/protein')","('DB13881', 'Tisagenlecleucel', 'drug')",unknown,unknown,1.8721708347014046e-14,0,1.0
11641,30246,drug-gene,"('DB13881', 'Tisagenlecleucel', 'drug')","('930', 'CD19', 'gene/protein')",unknown,unknown,1.8721708347014046e-14,0,1.0
11641,30246,drug-gene,"('DB13881', 'Tisagenlecleucel', 'drug')","('930', 'CD19', 'gene/protein')",unknown,unknown,1.8721708347014046e-14,0,1.0
30246,11641,drug-gene,"('930', 'CD19', 'gene/protein')","('DB13881', 'Tisagenlecleucel', 'drug')",unknown,unknown,1.872174392239783e-14,0,1.0
10725,22678,drug-gene,"('DB08697', '4-(2-aminoethoxy)-N-(3-chloro-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide', 'drug')","('5328', 'PLAU', 'gene/protein')",unknown,unknown,1.94942854041388e-14,0,1.0
22678,10725,drug-gene,"('5328', 'PLAU', 'gene/protein')","('DB08697', '4-(2-aminoethoxy)-N-(3-chloro-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide', 'drug')",unknown,unknown,1.9494359943038157e-14,0,1.0
8013,19859,drug-gene,"('DB03754', 'Tromethamine', 'drug')","('351', 'APP', 'gene/protein')",unknown,unknown,1.9671479614506715e-14,0,1.0
19859,8013,drug-gene,"('351', 'APP', 'gene/protein')","('DB03754', 'Tromethamine', 'drug')",unknown,unknown,1.9671516883956394e-14,0,1.0
19859,8013,drug-gene,"('351', 'APP', 'gene/protein')","('DB03754', 'Tromethamine', 'drug')",unknown,unknown,1.9671593116921647e-14,0,1.0
8013,19859,drug-gene,"('DB03754', 'Tromethamine', 'drug')","('351', 'APP', 'gene/protein')",unknown,unknown,1.9671593116921647e-14,0,1.0
11521,13925,drug-gene,"('DB12960', 'INCB-9471', 'drug')","('1234', 'CCR5', 'gene/protein')",unknown,unknown,2.223876871499872e-14,0,1.0
13925,11521,drug-gene,"('1234', 'CCR5', 'gene/protein')","('DB12960', 'INCB-9471', 'drug')",unknown,unknown,2.223876871499872e-14,0,1.0
21700,9985,drug-gene,"('487', 'ATP2A1', 'gene/protein')","('DB07604', ""(6AR,11AS,11BR)-10-ACETYL-9-HYDROXY-7,7-DIMETHYL-2,6,6A,7,11A,11B-HEXAHYDRO-11H-PYRROLO[1',2':2,3]ISOINDOLO[4,5,6-CD]INDOL-11-ONE"", 'drug')",unknown,unknown,2.333890527128797e-14,0,1.0
9985,21700,drug-gene,"('DB07604', ""(6AR,11AS,11BR)-10-ACETYL-9-HYDROXY-7,7-DIMETHYL-2,6,6A,7,11A,11B-HEXAHYDRO-11H-PYRROLO[1',2':2,3]ISOINDOLO[4,5,6-CD]INDOL-11-ONE"", 'drug')","('487', 'ATP2A1', 'gene/protein')",unknown,unknown,2.333890527128797e-14,0,1.0
7352,24137,drug-gene,"('DB02435', 'Aminomethylcyclohexane', 'drug')","('5644', 'PRSS1', 'gene/protein')",unknown,unknown,2.39305882781312e-14,0,1.0
24137,7352,drug-gene,"('5644', 'PRSS1', 'gene/protein')","('DB02435', 'Aminomethylcyclohexane', 'drug')",unknown,unknown,2.3930634017910353e-14,0,1.0
7639,24137,drug-gene,"('DB03016', 'CRA_1801', 'drug')","('5644', 'PRSS1', 'gene/protein')",unknown,unknown,2.393976672714765e-14,0,1.0
24137,7639,drug-gene,"('5644', 'PRSS1', 'gene/protein')","('DB03016', 'CRA_1801', 'drug')",unknown,unknown,2.393976672714765e-14,0,1.0
24137,7639,drug-gene,"('5644', 'PRSS1', 'gene/protein')","('DB03016', 'CRA_1801', 'drug')",unknown,unknown,2.393976672714765e-14,0,1.0
7639,24137,drug-gene,"('DB03016', 'CRA_1801', 'drug')","('5644', 'PRSS1', 'gene/protein')",unknown,unknown,2.393976672714765e-14,0,1.0
21156,9955,drug-gene,"('43', 'ACHE', 'gene/protein')","('DB07555', 'Hydroxy(oxo)(2-{(1S)-2,2,2-trifluoro-1-[2-(trimethylarsonio)ethoxy]ethyl}phenyl)ammonium', 'drug')",unknown,unknown,2.6124825433927572e-14,0,1.0
9955,21156,drug-gene,"('DB07555', 'Hydroxy(oxo)(2-{(1S)-2,2,2-trifluoro-1-[2-(trimethylarsonio)ethoxy]ethyl}phenyl)ammonium', 'drug')","('43', 'ACHE', 'gene/protein')",unknown,unknown,2.6124874561838513e-14,0,1.0
20025,6878,drug-gene,"('367', 'AR', 'gene/protein')","('DB01481', '1-Testosterone', 'drug')",unknown,unknown,3.022647236672338e-14,0,1.0
6878,20025,drug-gene,"('DB01481', '1-Testosterone', 'drug')","('367', 'AR', 'gene/protein')",unknown,unknown,3.022647236672338e-14,0,1.0
9042,27087,drug-gene,"('DB05969', 'SNS-032', 'drug')","('7422', 'VEGFA', 'gene/protein')",unknown,unknown,3.310945403478885e-14,0,1.0
9042,27087,drug-gene,"('DB05969', 'SNS-032', 'drug')","('7422', 'VEGFA', 'gene/protein')",unknown,unknown,3.310945403478885e-14,0,1.0
27087,9042,drug-gene,"('7422', 'VEGFA', 'gene/protein')","('DB05969', 'SNS-032', 'drug')",unknown,unknown,3.310951502116105e-14,0,1.0
27087,9042,drug-gene,"('7422', 'VEGFA', 'gene/protein')","('DB05969', 'SNS-032', 'drug')",unknown,unknown,3.310951502116105e-14,0,1.0
24137,7537,drug-gene,"('5644', 'PRSS1', 'gene/protein')","('DB02812', 'RWJ-56423', 'drug')",unknown,unknown,3.427715671521468e-14,0,1.0
7537,24137,drug-gene,"('DB02812', 'RWJ-56423', 'drug')","('5644', 'PRSS1', 'gene/protein')",unknown,unknown,3.427715671521468e-14,0,1.0
7537,24137,drug-gene,"('DB02812', 'RWJ-56423', 'drug')","('5644', 'PRSS1', 'gene/protein')",unknown,unknown,3.427715671521468e-14,0,1.0
24137,7537,drug-gene,"('5644', 'PRSS1', 'gene/protein')","('DB02812', 'RWJ-56423', 'drug')",unknown,unknown,3.4277221089718674e-14,0,1.0
10150,14659,drug-gene,"('DB07833', ""N-(3-cyanophenyl)-2'-methyl-5'-(5-methyl-1,3,4-oxadiazol-2-yl)-4-biphenylcarboxamide"", 'drug')","('1432', 'MAPK14', 'gene/protein')",unknown,unknown,4.012032541042196e-14,0,1.0
14659,10150,drug-gene,"('1432', 'MAPK14', 'gene/protein')","('DB07833', ""N-(3-cyanophenyl)-2'-methyl-5'-(5-methyl-1,3,4-oxadiazol-2-yl)-4-biphenylcarboxamide"", 'drug')",unknown,unknown,4.012032541042196e-14,0,1.0
22678,9419,drug-gene,"('5328', 'PLAU', 'gene/protein')","('DB06857', 'N-(4-CARBAMIMIDOYL-3-CHORO-PHENYL)-2-HYDROXY-3-IODO-5-METHYL-BENZAMIDE', 'drug')",unknown,unknown,4.144586421023916e-14,0,1.0
9419,22678,drug-gene,"('DB06857', 'N-(4-CARBAMIMIDOYL-3-CHORO-PHENYL)-2-HYDROXY-3-IODO-5-METHYL-BENZAMIDE', 'drug')","('5328', 'PLAU', 'gene/protein')",unknown,unknown,4.144586421023916e-14,0,1.0
22678,9419,drug-gene,"('5328', 'PLAU', 'gene/protein')","('DB06857', 'N-(4-CARBAMIMIDOYL-3-CHORO-PHENYL)-2-HYDROXY-3-IODO-5-METHYL-BENZAMIDE', 'drug')",unknown,unknown,4.144586421023916e-14,0,1.0
9419,22678,drug-gene,"('DB06857', 'N-(4-CARBAMIMIDOYL-3-CHORO-PHENYL)-2-HYDROXY-3-IODO-5-METHYL-BENZAMIDE', 'drug')","('5328', 'PLAU', 'gene/protein')",unknown,unknown,4.144586421023916e-14,0,1.0
15188,9107,drug-gene,"('155', 'ADRB3', 'gene/protein')","('DB06190', 'Solabegron', 'drug')",unknown,unknown,4.2735078849146305e-14,0,1.0
15188,9107,drug-gene,"('155', 'ADRB3', 'gene/protein')","('DB06190', 'Solabegron', 'drug')",unknown,unknown,4.2735244867603966e-14,0,1.0
9107,15188,drug-gene,"('DB06190', 'Solabegron', 'drug')","('155', 'ADRB3', 'gene/protein')",unknown,unknown,4.273540410979805e-14,0,1.0
9107,15188,drug-gene,"('DB06190', 'Solabegron', 'drug')","('155', 'ADRB3', 'gene/protein')",unknown,unknown,4.273540410979805e-14,0,1.0
12371,10374,drug-gene,"('1017', 'CDK2', 'gene/protein')","('DB08135', 'N-phenyl-1H-pyrazole-3-carboxamide', 'drug')",unknown,unknown,4.762535241935144e-14,0,1.0
10374,12371,drug-gene,"('DB08135', 'N-phenyl-1H-pyrazole-3-carboxamide', 'drug')","('1017', 'CDK2', 'gene/protein')",unknown,unknown,4.762544051077795e-14,0,1.0
9733,17136,drug-gene,"('DB07245', ""6-[2-(3'-METHOXYBIPHENYL-3-YL)ETHYL]PYRIDIN-2-AMINE"", 'drug')","('23621', 'BACE1', 'gene/protein')",unknown,unknown,5.016595659387314e-14,0,1.0
17136,9733,drug-gene,"('23621', 'BACE1', 'gene/protein')","('DB07245', ""6-[2-(3'-METHOXYBIPHENYL-3-YL)ETHYL]PYRIDIN-2-AMINE"", 'drug')",unknown,unknown,5.0166051461563235e-14,0,1.0
12371,10379,drug-gene,"('1017', 'CDK2', 'gene/protein')","('DB08140', '5-[(4-AMINOCYCLOHEXYL)AMINO]-7-(PROPAN-2-YLAMINO)PYRAZOLO[1,5-A]PYRIMIDINE-3-CARBONITRILE', 'drug')",unknown,unknown,5.4652537649548666e-14,0,1.0
10379,12371,drug-gene,"('DB08140', '5-[(4-AMINOCYCLOHEXYL)AMINO]-7-(PROPAN-2-YLAMINO)PYRAZOLO[1,5-A]PYRIMIDINE-3-CARBONITRILE', 'drug')","('1017', 'CDK2', 'gene/protein')",unknown,unknown,5.4652537649548666e-14,0,1.0
7452,24956,drug-gene,"('DB02635', 'N-[O-Phosphono-Pyridoxyl]-Isoleucine', 'drug')","('587', 'BCAT2', 'gene/protein')",unknown,unknown,5.560326098207405e-14,0,1.0
24956,7452,drug-gene,"('587', 'BCAT2', 'gene/protein')","('DB02635', 'N-[O-Phosphono-Pyridoxyl]-Isoleucine', 'drug')",unknown,unknown,5.5603474434376757e-14,0,1.0
10257,12371,drug-gene,"('DB07982', '2-{4-[4-({4-[2-methyl-1-(1-methylethyl)-1H-imidazol-5-yl]pyrimidin-2-yl}amino)phenyl]piperazin-1-yl}-2-oxoethanol', 'drug')","('1017', 'CDK2', 'gene/protein')",unknown,unknown,5.73420434399341e-14,0,1.0
12371,10257,drug-gene,"('1017', 'CDK2', 'gene/protein')","('DB07982', '2-{4-[4-({4-[2-methyl-1-(1-methylethyl)-1H-imidazol-5-yl]pyrimidin-2-yl}amino)phenyl]piperazin-1-yl}-2-oxoethanol', 'drug')",unknown,unknown,5.73420434399341e-14,0,1.0
7699,15614,drug-gene,"('DB03125', '2,4-Diamino-5-(3,4,5-Trimethoxy-Benzyl)-Pyrimidin-1-Ium', 'drug')","('1719', 'DHFR', 'gene/protein')",unknown,unknown,5.817265750053882e-14,0,1.0
15614,7699,drug-gene,"('1719', 'DHFR', 'gene/protein')","('DB03125', '2,4-Diamino-5-(3,4,5-Trimethoxy-Benzyl)-Pyrimidin-1-Ium', 'drug')",unknown,unknown,5.817265750053882e-14,0,1.0
7024,27161,drug-gene,"('DB01780', 'Fusicoccin', 'drug')","('7531', 'YWHAE', 'gene/protein')",unknown,unknown,6.937328587020702e-14,0,1.0
27161,7024,drug-gene,"('7531', 'YWHAE', 'gene/protein')","('DB01780', 'Fusicoccin', 'drug')",unknown,unknown,6.937328587020702e-14,0,1.0
27161,7024,drug-gene,"('7531', 'YWHAE', 'gene/protein')","('DB01780', 'Fusicoccin', 'drug')",unknown,unknown,6.937328587020702e-14,0,1.0
7024,27161,drug-gene,"('DB01780', 'Fusicoccin', 'drug')","('7531', 'YWHAE', 'gene/protein')",unknown,unknown,6.937328587020702e-14,0,1.0
9562,13227,drug-gene,"('DB07038', '2-(cyclohexylamino)benzoic acid', 'drug')","('1111', 'CHEK1', 'gene/protein')",unknown,unknown,7.328677459816565e-14,0,1.0
13227,9562,drug-gene,"('1111', 'CHEK1', 'gene/protein')","('DB07038', '2-(cyclohexylamino)benzoic acid', 'drug')",unknown,unknown,7.328677459816565e-14,0,1.0
19861,10190,drug-gene,"('3514', 'IGKC', 'gene/protein')","('DB07882', '4-{4-[2-(1A,7A-DIMETHYL-4-OXY-OCTAHYDRO-1-OXA-4-AZA-CYCLOPROPA[A]NAPHTHALEN-4-YL) -ACETYLAMINO]-PHENYLCARBAMOYL}-BUTYRIC ACID', 'drug')",unknown,unknown,8.23737101749919e-14,0,1.0
10190,19861,drug-gene,"('DB07882', '4-{4-[2-(1A,7A-DIMETHYL-4-OXY-OCTAHYDRO-1-OXA-4-AZA-CYCLOPROPA[A]NAPHTHALEN-4-YL) -ACETYLAMINO]-PHENYLCARBAMOYL}-BUTYRIC ACID', 'drug')","('3514', 'IGKC', 'gene/protein')",unknown,unknown,8.23737101749919e-14,0,1.0
8003,26448,drug-gene,"('DB03732', 'Etheno-Nadp', 'drug')","('683', 'BST1', 'gene/protein')",unknown,unknown,9.31580862255886e-14,0,1.0
8003,26448,drug-gene,"('DB03732', 'Etheno-Nadp', 'drug')","('683', 'BST1', 'gene/protein')",unknown,unknown,9.31580862255886e-14,0,1.0
26448,8003,drug-gene,"('683', 'BST1', 'gene/protein')","('DB03732', 'Etheno-Nadp', 'drug')",unknown,unknown,9.315845214382182e-14,0,1.0
26448,8003,drug-gene,"('683', 'BST1', 'gene/protein')","('DB03732', 'Etheno-Nadp', 'drug')",unknown,unknown,9.315845214382182e-14,0,1.0
16459,8145,drug-gene,"('2280', 'FKBP1A', 'gene/protein')","('DB04012', '(3r)-4-(P-Toluenesulfonyl)-1,4-Thiazane-3-Carboxylicacid-L-Leucine', 'drug')",unknown,unknown,9.925520556277809e-14,0,1.0
8145,16459,drug-gene,"('DB04012', '(3r)-4-(P-Toluenesulfonyl)-1,4-Thiazane-3-Carboxylicacid-L-Leucine', 'drug')","('2280', 'FKBP1A', 'gene/protein')",unknown,unknown,9.925520556277809e-14,0,1.0
7656,22678,drug-gene,"('DB03046', '7-Methoxy-8-[1-(Methylsulfonyl)-1h-Pyrazol-4-Yl]Naphthalene-2-Carboximidamide', 'drug')","('5328', 'PLAU', 'gene/protein')",unknown,unknown,1.0101766428557979e-13,0,1.0
7656,22678,drug-gene,"('DB03046', '7-Methoxy-8-[1-(Methylsulfonyl)-1h-Pyrazol-4-Yl]Naphthalene-2-Carboximidamide', 'drug')","('5328', 'PLAU', 'gene/protein')",unknown,unknown,1.0101766428557979e-13,0,1.0
22678,7656,drug-gene,"('5328', 'PLAU', 'gene/protein')","('DB03046', '7-Methoxy-8-[1-(Methylsulfonyl)-1h-Pyrazol-4-Yl]Naphthalene-2-Carboximidamide', 'drug')",unknown,unknown,1.0101766428557979e-13,0,1.0
22678,7656,drug-gene,"('5328', 'PLAU', 'gene/protein')","('DB03046', '7-Methoxy-8-[1-(Methylsulfonyl)-1h-Pyrazol-4-Yl]Naphthalene-2-Carboximidamide', 'drug')",unknown,unknown,1.0101785402095997e-13,0,1.0
22604,11730,drug-gene,"('5243', 'ABCB1', 'gene/protein')","('DB14072', 'Reversin 121', 'drug')",unknown,unknown,2.0260229854473372e-13,0,1.0
11730,22604,drug-gene,"('DB14072', 'Reversin 121', 'drug')","('5243', 'ABCB1', 'gene/protein')",unknown,unknown,2.0260229854473372e-13,0,1.0
21177,10145,drug-gene,"('4322', 'MMP13', 'gene/protein')","('DB07827', '4-{[1-METHYL-2,4-DIOXO-6-(3-PHENYLPROP-1-YN-1-YL)-1,4-DIHYDROQUINAZOLIN-3(2H)-YL]METHYL}BENZOIC ACID', 'drug')",unknown,unknown,2.2183917571839962e-13,0,1.0
10145,21177,drug-gene,"('DB07827', '4-{[1-METHYL-2,4-DIOXO-6-(3-PHENYLPROP-1-YN-1-YL)-1,4-DIHYDROQUINAZOLIN-3(2H)-YL]METHYL}BENZOIC ACID', 'drug')","('4322', 'MMP13', 'gene/protein')",unknown,unknown,2.2184043610342513e-13,0,1.0
10145,21177,drug-gene,"('DB07827', '4-{[1-METHYL-2,4-DIOXO-6-(3-PHENYLPROP-1-YN-1-YL)-1,4-DIHYDROQUINAZOLIN-3(2H)-YL]METHYL}BENZOIC ACID', 'drug')","('4322', 'MMP13', 'gene/protein')",unknown,unknown,2.2184043610342513e-13,0,1.0
