head,tail,relation,head_name,tail_name,head_type,tail_type,score,predicted,actual
29464,8773,drug-gene,"('873', 'CBR1', 'gene/protein')","('DB05197', 'Sofalcone', 'drug')",unknown,unknown,0.36101531982421875,0,1.0
5705,23162,drug-gene,"('DB00132', 'alpha-Linolenic acid', 'drug')","('54898', 'ELOVL2', 'gene/protein')",unknown,unknown,0.36232811212539673,0,1.0
23162,5705,drug-gene,"('54898', 'ELOVL2', 'gene/protein')","('DB00132', 'alpha-Linolenic acid', 'drug')",unknown,unknown,0.3623281419277191,0,1.0
6529,15285,drug-gene,"('DB01026', 'Ketoconazole', 'drug')","('1589', 'CYP21A2', 'gene/protein')",unknown,unknown,0.3718523383140564,0,1.0
15285,6529,drug-gene,"('1589', 'CYP21A2', 'gene/protein')","('DB01026', 'Ketoconazole', 'drug')",unknown,unknown,0.3718523681163788,0,1.0
9612,20799,drug-gene,"('DB07102', '(2S)-2-amino-5-oxo-5-[(4-phenylmethoxyphenyl)amino]pentanoic acid', 'drug')","('4048', 'LTA4H', 'gene/protein')",unknown,unknown,0.37207749485969543,0,1.0
20799,9612,drug-gene,"('4048', 'LTA4H', 'gene/protein')","('DB07102', '(2S)-2-amino-5-oxo-5-[(4-phenylmethoxyphenyl)amino]pentanoic acid', 'drug')",unknown,unknown,0.3720776438713074,0,1.0
8778,18346,drug-gene,"('DB05202', 'Egaptivon pegol', 'drug')","('2811', 'GP1BA', 'gene/protein')",unknown,unknown,0.3741292655467987,0,1.0
18346,8778,drug-gene,"('2811', 'GP1BA', 'gene/protein')","('DB05202', 'Egaptivon pegol', 'drug')",unknown,unknown,0.3741292655467987,0,1.0
5743,21853,drug-gene,"('DB00171', 'ATP', 'drug')","('5032', 'P2RY11', 'gene/protein')",unknown,unknown,0.37900322675704956,0,1.0
21853,5743,drug-gene,"('5032', 'P2RY11', 'gene/protein')","('DB00171', 'ATP', 'drug')",unknown,unknown,0.37900325655937195,0,1.0
6453,26750,drug-gene,"('DB00945', 'Acetylsalicylic acid', 'drug')","('7130', 'TNFAIP6', 'gene/protein')",unknown,unknown,0.37919965386390686,0,1.0
26750,6453,drug-gene,"('7130', 'TNFAIP6', 'gene/protein')","('DB00945', 'Acetylsalicylic acid', 'drug')",unknown,unknown,0.37919971346855164,0,1.0
29543,10233,drug-gene,"('883', 'KYAT1', 'gene/protein')","('DB07950', 'Indoleacetic acid', 'drug')",unknown,unknown,0.3856121003627777,0,1.0
10233,29543,drug-gene,"('DB07950', 'Indoleacetic acid', 'drug')","('883', 'KYAT1', 'gene/protein')",unknown,unknown,0.3856121301651001,0,1.0
11514,16153,drug-gene,"('DB12887', 'Tazemetostat', 'drug')","('2146', 'EZH2', 'gene/protein')",unknown,unknown,0.3857734501361847,0,1.0
16153,11514,drug-gene,"('2146', 'EZH2', 'gene/protein')","('DB12887', 'Tazemetostat', 'drug')",unknown,unknown,0.3857734501361847,0,1.0
11334,19018,drug-gene,"('DB11793', 'Niraparib', 'drug')","('2990', 'GUSB', 'gene/protein')",unknown,unknown,0.3881089985370636,0,1.0
19018,11334,drug-gene,"('2990', 'GUSB', 'gene/protein')","('DB11793', 'Niraparib', 'drug')",unknown,unknown,0.388109028339386,0,1.0
11250,15174,drug-gene,"('DB11567', 'Insulin peglispro', 'drug')","('1544', 'CYP1A2', 'gene/protein')",unknown,unknown,0.38886839151382446,0,1.0
15174,11250,drug-gene,"('1544', 'CYP1A2', 'gene/protein')","('DB11567', 'Insulin peglispro', 'drug')",unknown,unknown,0.38886839151382446,0,1.0
15174,11250,drug-gene,"('1544', 'CYP1A2', 'gene/protein')","('DB11567', 'Insulin peglispro', 'drug')",unknown,unknown,0.38886845111846924,0,1.0
11250,15174,drug-gene,"('DB11567', 'Insulin peglispro', 'drug')","('1544', 'CYP1A2', 'gene/protein')",unknown,unknown,0.38886845111846924,0,1.0
6760,19825,drug-gene,"('DB01277', 'Mecasermin', 'drug')","('3487', 'IGFBP4', 'gene/protein')",unknown,unknown,0.3893708288669586,0,1.0
19825,6760,drug-gene,"('3487', 'IGFBP4', 'gene/protein')","('DB01277', 'Mecasermin', 'drug')",unknown,unknown,0.3893708288669586,0,1.0
8194,15755,drug-gene,"('DB04117', '4-(N,N-Dimethylamino)cinnamoyl-CoA', 'drug')","('1892', 'ECHS1', 'gene/protein')",unknown,unknown,0.39018988609313965,0,1.0
15755,8194,drug-gene,"('1892', 'ECHS1', 'gene/protein')","('DB04117', '4-(N,N-Dimethylamino)cinnamoyl-CoA', 'drug')",unknown,unknown,0.39018988609313965,0,1.0
11068,13951,drug-gene,"('DB09285', 'Morniflumate', 'drug')","('1241', 'LTB4R', 'gene/protein')",unknown,unknown,0.3931603729724884,0,1.0
13951,11068,drug-gene,"('1241', 'LTB4R', 'gene/protein')","('DB09285', 'Morniflumate', 'drug')",unknown,unknown,0.3931604325771332,0,1.0
6409,27080,drug-gene,"('DB00898', 'Ethanol', 'drug')","('7412', 'VCAM1', 'gene/protein')",unknown,unknown,0.39347365498542786,0,1.0
27080,6409,drug-gene,"('7412', 'VCAM1', 'gene/protein')","('DB00898', 'Ethanol', 'drug')",unknown,unknown,0.39347365498542786,0,1.0
6662,26067,drug-gene,"('DB01170', 'Guanethidine', 'drug')","('6530', 'SLC6A2', 'gene/protein')",unknown,unknown,0.394028902053833,0,1.0
26067,6662,drug-gene,"('6530', 'SLC6A2', 'gene/protein')","('DB01170', 'Guanethidine', 'drug')",unknown,unknown,0.394028902053833,0,1.0
6662,26067,drug-gene,"('DB01170', 'Guanethidine', 'drug')","('6530', 'SLC6A2', 'gene/protein')",unknown,unknown,0.3940289616584778,0,1.0
26067,6662,drug-gene,"('6530', 'SLC6A2', 'gene/protein')","('DB01170', 'Guanethidine', 'drug')",unknown,unknown,0.3940289616584778,0,1.0
11548,18284,drug-gene,"('DB13155', 'Esculin', 'drug')","('2744', 'GLS', 'gene/protein')",unknown,unknown,0.40003716945648193,0,1.0
18284,11548,drug-gene,"('2744', 'GLS', 'gene/protein')","('DB13155', 'Esculin', 'drug')",unknown,unknown,0.4000371992588043,0,1.0
19166,6712,drug-gene,"('3066', 'HDAC2', 'gene/protein')","('DB01223', 'Aminophylline', 'drug')",unknown,unknown,0.4000994861125946,0,1.0
6712,19166,drug-gene,"('DB01223', 'Aminophylline', 'drug')","('3066', 'HDAC2', 'gene/protein')",unknown,unknown,0.4000994861125946,0,1.0
8013,19859,drug-gene,"('DB03754', 'Tromethamine', 'drug')","('351', 'APP', 'gene/protein')",unknown,unknown,0.40023940801620483,0,1.0
19859,8013,drug-gene,"('351', 'APP', 'gene/protein')","('DB03754', 'Tromethamine', 'drug')",unknown,unknown,0.40023940801620483,0,1.0
8013,19859,drug-gene,"('DB03754', 'Tromethamine', 'drug')","('351', 'APP', 'gene/protein')",unknown,unknown,0.4002394676208496,0,1.0
19859,8013,drug-gene,"('351', 'APP', 'gene/protein')","('DB03754', 'Tromethamine', 'drug')",unknown,unknown,0.4002394676208496,0,1.0
15614,7699,drug-gene,"('1719', 'DHFR', 'gene/protein')","('DB03125', '2,4-Diamino-5-(3,4,5-Trimethoxy-Benzyl)-Pyrimidin-1-Ium', 'drug')",unknown,unknown,0.40288329124450684,0,1.0
7699,15614,drug-gene,"('DB03125', '2,4-Diamino-5-(3,4,5-Trimethoxy-Benzyl)-Pyrimidin-1-Ium', 'drug')","('1719', 'DHFR', 'gene/protein')",unknown,unknown,0.40288329124450684,0,1.0
18972,11555,drug-gene,"('2977', 'GUCY1A2', 'gene/protein')","('DB13170', 'Plecanatide', 'drug')",unknown,unknown,0.4135202169418335,0,1.0
11555,18972,drug-gene,"('DB13170', 'Plecanatide', 'drug')","('2977', 'GUCY1A2', 'gene/protein')",unknown,unknown,0.41352027654647827,0,1.0
9351,23658,drug-gene,"('DB06752', 'Chymopapain', 'drug')","('5553', 'PRG2', 'gene/protein')",unknown,unknown,0.4135236144065857,0,1.0
23658,9351,drug-gene,"('5553', 'PRG2', 'gene/protein')","('DB06752', 'Chymopapain', 'drug')",unknown,unknown,0.4135236144065857,0,1.0
9351,23658,drug-gene,"('DB06752', 'Chymopapain', 'drug')","('5553', 'PRG2', 'gene/protein')",unknown,unknown,0.4135236144065857,0,1.0
23658,9351,drug-gene,"('5553', 'PRG2', 'gene/protein')","('DB06752', 'Chymopapain', 'drug')",unknown,unknown,0.4135236144065857,0,1.0
7268,21197,drug-gene,"('DB02267', 'Argininosuccinate', 'drug')","('435', 'ASL', 'gene/protein')",unknown,unknown,0.4148513674736023,0,1.0
21197,7268,drug-gene,"('435', 'ASL', 'gene/protein')","('DB02267', 'Argininosuccinate', 'drug')",unknown,unknown,0.41485142707824707,0,1.0
21738,10861,drug-gene,"('4921', 'DDR2', 'gene/protein')","('DB08896', 'Regorafenib', 'drug')",unknown,unknown,0.4153803586959839,0,1.0
10861,21738,drug-gene,"('DB08896', 'Regorafenib', 'drug')","('4921', 'DDR2', 'gene/protein')",unknown,unknown,0.4153803884983063,0,1.0
10861,21738,drug-gene,"('DB08896', 'Regorafenib', 'drug')","('4921', 'DDR2', 'gene/protein')",unknown,unknown,0.41538044810295105,0,1.0
21738,10861,drug-gene,"('4921', 'DDR2', 'gene/protein')","('DB08896', 'Regorafenib', 'drug')",unknown,unknown,0.41538047790527344,0,1.0
21162,7628,drug-gene,"('4306', 'NR3C2', 'gene/protein')","('DB02998', 'Metribolone', 'drug')",unknown,unknown,0.4168315529823303,0,1.0
7628,21162,drug-gene,"('DB02998', 'Metribolone', 'drug')","('4306', 'NR3C2', 'gene/protein')",unknown,unknown,0.4168315529823303,0,1.0
6740,16061,drug-gene,"('DB01254', 'Dasatinib', 'drug')","('2044', 'EPHA5', 'gene/protein')",unknown,unknown,0.41814953088760376,0,1.0
16061,6740,drug-gene,"('2044', 'EPHA5', 'gene/protein')","('DB01254', 'Dasatinib', 'drug')",unknown,unknown,0.41814956068992615,0,1.0
27579,5840,drug-gene,"('79608', 'RIC3', 'gene/protein')","('DB00277', 'Theophylline', 'drug')",unknown,unknown,0.41917678713798523,0,1.0
5840,27579,drug-gene,"('DB00277', 'Theophylline', 'drug')","('79608', 'RIC3', 'gene/protein')",unknown,unknown,0.4191768765449524,0,1.0
5730,14269,drug-gene,"('DB00157', 'NADH', 'drug')","('131', 'ADH7', 'gene/protein')",unknown,unknown,0.42243391275405884,0,1.0
14269,5730,drug-gene,"('131', 'ADH7', 'gene/protein')","('DB00157', 'NADH', 'drug')",unknown,unknown,0.4224339425563812,0,1.0
14269,5730,drug-gene,"('131', 'ADH7', 'gene/protein')","('DB00157', 'NADH', 'drug')",unknown,unknown,0.422434002161026,0,1.0
5730,14269,drug-gene,"('DB00157', 'NADH', 'drug')","('131', 'ADH7', 'gene/protein')",unknown,unknown,0.422434002161026,0,1.0
9101,19915,drug-gene,"('DB06168', 'Canakinumab', 'drug')","('3553', 'IL1B', 'gene/protein')",unknown,unknown,0.42760056257247925,0,1.0
19915,9101,drug-gene,"('3553', 'IL1B', 'gene/protein')","('DB06168', 'Canakinumab', 'drug')",unknown,unknown,0.4276006519794464,0,1.0
6529,29219,drug-gene,"('DB01026', 'Ketoconazole', 'drug')","('8529', 'CYP4F2', 'gene/protein')",unknown,unknown,0.4277438521385193,0,1.0
29219,6529,drug-gene,"('8529', 'CYP4F2', 'gene/protein')","('DB01026', 'Ketoconazole', 'drug')",unknown,unknown,0.4277438521385193,0,1.0
27153,8116,drug-gene,"('7518', 'XRCC4', 'gene/protein')","('DB03963', 'S-(Dimethylarsenic)Cysteine', 'drug')",unknown,unknown,0.43336185812950134,0,1.0
8116,27153,drug-gene,"('DB03963', 'S-(Dimethylarsenic)Cysteine', 'drug')","('7518', 'XRCC4', 'gene/protein')",unknown,unknown,0.43336185812950134,0,1.0
12974,6240,drug-gene,"('10800', 'CYSLTR1', 'gene/protein')","('DB00716', 'Nedocromil', 'drug')",unknown,unknown,0.4333890676498413,0,1.0
6240,12974,drug-gene,"('DB00716', 'Nedocromil', 'drug')","('10800', 'CYSLTR1', 'gene/protein')",unknown,unknown,0.4333891272544861,0,1.0
15805,10902,drug-gene,"('196', 'AHR', 'gene/protein')","('DB08995', 'Diosmin', 'drug')",unknown,unknown,0.4339636564254761,0,1.0
10902,15805,drug-gene,"('DB08995', 'Diosmin', 'drug')","('196', 'AHR', 'gene/protein')",unknown,unknown,0.4339636564254761,0,1.0
7120,22311,drug-gene,"('DB01970', 'Hg9a-9, Nonanoyl-N-Hydroxyethylglucamide', 'drug')","('5140', 'PDE3B', 'gene/protein')",unknown,unknown,0.4349461495876312,0,1.0
22311,7120,drug-gene,"('5140', 'PDE3B', 'gene/protein')","('DB01970', 'Hg9a-9, Nonanoyl-N-Hydroxyethylglucamide', 'drug')",unknown,unknown,0.4349462389945984,0,1.0
23861,9218,drug-gene,"('5578', 'PRKCA', 'gene/protein')","('DB06451', 'Aprinocarsen', 'drug')",unknown,unknown,0.43835335969924927,0,1.0
9218,23861,drug-gene,"('DB06451', 'Aprinocarsen', 'drug')","('5578', 'PRKCA', 'gene/protein')",unknown,unknown,0.43835341930389404,0,1.0
13131,11362,drug-gene,"('11001', 'SLC27A2', 'gene/protein')","('DB11936', 'Bempedoic acid', 'drug')",unknown,unknown,0.43956589698791504,0,1.0
11362,13131,drug-gene,"('DB11936', 'Bempedoic acid', 'drug')","('11001', 'SLC27A2', 'gene/protein')",unknown,unknown,0.4395659565925598,0,1.0
8400,30072,drug-gene,"('DB04552', 'Niflumic acid', 'drug')","('9194', 'SLC16A7', 'gene/protein')",unknown,unknown,0.4425734579563141,0,1.0
30072,8400,drug-gene,"('9194', 'SLC16A7', 'gene/protein')","('DB04552', 'Niflumic acid', 'drug')",unknown,unknown,0.44257354736328125,0,1.0
8467,15450,drug-gene,"('DB04674', '2-HYDROXY-3,5-DIIODOBENZOIC ACID', 'drug')","('1645', 'AKR1C1', 'gene/protein')",unknown,unknown,0.4431866705417633,0,1.0
15450,8467,drug-gene,"('1645', 'AKR1C1', 'gene/protein')","('DB04674', '2-HYDROXY-3,5-DIIODOBENZOIC ACID', 'drug')",unknown,unknown,0.4431866705417633,0,1.0
8982,20046,drug-gene,"('DB05787', 'LM-609', 'drug')","('3690', 'ITGB3', 'gene/protein')",unknown,unknown,0.4450034201145172,0,1.0
20046,8982,drug-gene,"('3690', 'ITGB3', 'gene/protein')","('DB05787', 'LM-609', 'drug')",unknown,unknown,0.4450034201145172,0,1.0
7814,21051,drug-gene,"('DB03366', 'Imidazole', 'drug')","('4151', 'MB', 'gene/protein')",unknown,unknown,0.4451698064804077,0,1.0
21051,7814,drug-gene,"('4151', 'MB', 'gene/protein')","('DB03366', 'Imidazole', 'drug')",unknown,unknown,0.4451698660850525,0,1.0
6978,22827,drug-gene,"('DB01694', 'D-tartaric acid', 'drug')","('54210', 'TREM1', 'gene/protein')",unknown,unknown,0.44896334409713745,0,1.0
22827,6978,drug-gene,"('54210', 'TREM1', 'gene/protein')","('DB01694', 'D-tartaric acid', 'drug')",unknown,unknown,0.4489634037017822,0,1.0
7760,23546,drug-gene,"('DB03247', 'Flavin mononucleotide', 'drug')","('55312', 'RFK', 'gene/protein')",unknown,unknown,0.449745774269104,0,1.0
23546,7760,drug-gene,"('55312', 'RFK', 'gene/protein')","('DB03247', 'Flavin mononucleotide', 'drug')",unknown,unknown,0.449745774269104,0,1.0
7375,25120,drug-gene,"('DB02482', 'Phosphonothreonine', 'drug')","('6010', 'RHO', 'gene/protein')",unknown,unknown,0.4527333378791809,0,1.0
25120,7375,drug-gene,"('6010', 'RHO', 'gene/protein')","('DB02482', 'Phosphonothreonine', 'drug')",unknown,unknown,0.4527333378791809,0,1.0
29473,11408,drug-gene,"('874', 'CBR3', 'gene/protein')","('DB12161', 'Deutetrabenazine', 'drug')",unknown,unknown,0.4528883397579193,0,1.0
11408,29473,drug-gene,"('DB12161', 'Deutetrabenazine', 'drug')","('874', 'CBR3', 'gene/protein')",unknown,unknown,0.4528883397579193,0,1.0
23753,11129,drug-gene,"('55662', 'HIF1AN', 'gene/protein')","('DB09459', 'L-tartaric acid', 'drug')",unknown,unknown,0.45356011390686035,0,1.0
11129,23753,drug-gene,"('DB09459', 'L-tartaric acid', 'drug')","('55662', 'HIF1AN', 'gene/protein')",unknown,unknown,0.45356011390686035,0,1.0
7327,12553,drug-gene,"('DB02383', 'Tolrestat', 'drug')","('10327', 'AKR1A1', 'gene/protein')",unknown,unknown,0.4622983932495117,0,1.0
12553,7327,drug-gene,"('10327', 'AKR1A1', 'gene/protein')","('DB02383', 'Tolrestat', 'drug')",unknown,unknown,0.4622983932495117,0,1.0
6985,16117,drug-gene,"('DB01708', 'Prasterone', 'drug')","('2100', 'ESR2', 'gene/protein')",unknown,unknown,0.4629283547401428,0,1.0
16117,6985,drug-gene,"('2100', 'ESR2', 'gene/protein')","('DB01708', 'Prasterone', 'drug')",unknown,unknown,0.4629284143447876,0,1.0
12866,6599,drug-gene,"('1066', 'CES1', 'gene/protein')","('DB01101', 'Capecitabine', 'drug')",unknown,unknown,0.46670225262641907,0,1.0
6599,12866,drug-gene,"('DB01101', 'Capecitabine', 'drug')","('1066', 'CES1', 'gene/protein')",unknown,unknown,0.46670225262641907,0,1.0
20147,9283,drug-gene,"('3750', 'KCND1', 'gene/protein')","('DB06637', 'Dalfampridine', 'drug')",unknown,unknown,0.47102877497673035,0,1.0
9283,20147,drug-gene,"('DB06637', 'Dalfampridine', 'drug')","('3750', 'KCND1', 'gene/protein')",unknown,unknown,0.47102877497673035,0,1.0
15126,10791,drug-gene,"('153', 'ADRB1', 'gene/protein')","('DB08808', 'Bupranolol', 'drug')",unknown,unknown,0.4710521996021271,0,1.0
10791,15126,drug-gene,"('DB08808', 'Bupranolol', 'drug')","('153', 'ADRB1', 'gene/protein')",unknown,unknown,0.4710521996021271,0,1.0
19757,11807,drug-gene,"('3458', 'IFNG', 'gene/protein')","('DB14724', 'Emapalumab', 'drug')",unknown,unknown,0.47523248195648193,0,1.0
11807,19757,drug-gene,"('DB14724', 'Emapalumab', 'drug')","('3458', 'IFNG', 'gene/protein')",unknown,unknown,0.47523248195648193,0,1.0
16072,9738,drug-gene,"('2050', 'EPHB4', 'gene/protein')","('DB07250', ""N'-(5-CHLORO-1,3-BENZODIOXOL-4-YL)-N-(3,4,5- TRIMETHOXYPHENYL)PYRIMIDINE-2,4-DIAMINE"", 'drug')",unknown,unknown,0.47614648938179016,0,1.0
9738,16072,drug-gene,"('DB07250', ""N'-(5-CHLORO-1,3-BENZODIOXOL-4-YL)-N-(3,4,5- TRIMETHOXYPHENYL)PYRIMIDINE-2,4-DIAMINE"", 'drug')","('2050', 'EPHB4', 'gene/protein')",unknown,unknown,0.47614654898643494,0,1.0
14750,8505,drug-gene,"('1456', 'CSNK1G3', 'gene/protein')","('DB04751', 'Purvalanol A', 'drug')",unknown,unknown,0.4834043085575104,0,1.0
8505,14750,drug-gene,"('DB04751', 'Purvalanol A', 'drug')","('1456', 'CSNK1G3', 'gene/protein')",unknown,unknown,0.48340436816215515,0,1.0
8593,12402,drug-gene,"('DB04869', 'Olcegepant', 'drug')","('10203', 'CALCRL', 'gene/protein')",unknown,unknown,0.48584768176078796,0,1.0
12402,8593,drug-gene,"('10203', 'CALCRL', 'gene/protein')","('DB04869', 'Olcegepant', 'drug')",unknown,unknown,0.48584768176078796,0,1.0
11546,12803,drug-gene,"('DB13153', 'Levomenol', 'drug')","('10599', 'SLCO1B1', 'gene/protein')",unknown,unknown,0.48602089285850525,0,1.0
12803,11546,drug-gene,"('10599', 'SLCO1B1', 'gene/protein')","('DB13153', 'Levomenol', 'drug')",unknown,unknown,0.48602089285850525,0,1.0
5731,17053,drug-gene,"('DB00158', 'Folic acid', 'drug')","('2352', 'FOLR3', 'gene/protein')",unknown,unknown,0.4862627387046814,0,1.0
17053,5731,drug-gene,"('2352', 'FOLR3', 'gene/protein')","('DB00158', 'Folic acid', 'drug')",unknown,unknown,0.48626279830932617,0,1.0
16160,11209,drug-gene,"('2153', 'F5', 'gene/protein')","('DB11312', 'Protein C', 'drug')",unknown,unknown,0.49176350235939026,0,1.0
11209,16160,drug-gene,"('DB11312', 'Protein C', 'drug')","('2153', 'F5', 'gene/protein')",unknown,unknown,0.49176350235939026,0,1.0
16160,11209,drug-gene,"('2153', 'F5', 'gene/protein')","('DB11312', 'Protein C', 'drug')",unknown,unknown,0.49176356196403503,0,1.0
11209,16160,drug-gene,"('DB11312', 'Protein C', 'drug')","('2153', 'F5', 'gene/protein')",unknown,unknown,0.4917636215686798,0,1.0
9534,21678,drug-gene,"('DB07007', '(3R)-3-[(1,2,3,4-tetrahydroisoquinolin-7-yloxy)methyl]-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine', 'drug')","('4843', 'NOS2', 'gene/protein')",unknown,unknown,0.49255287647247314,0,1.0
21678,9534,drug-gene,"('4843', 'NOS2', 'gene/protein')","('DB07007', '(3R)-3-[(1,2,3,4-tetrahydroisoquinolin-7-yloxy)methyl]-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine', 'drug')",unknown,unknown,0.4925529360771179,0,1.0
12421,9042,drug-gene,"('1022', 'CDK7', 'gene/protein')","('DB05969', 'SNS-032', 'drug')",unknown,unknown,0.49269169569015503,0,1.0
9042,12421,drug-gene,"('DB05969', 'SNS-032', 'drug')","('1022', 'CDK7', 'gene/protein')",unknown,unknown,0.49269169569015503,0,1.0
11226,15174,drug-gene,"('DB11404', 'Enrofloxacin', 'drug')","('1544', 'CYP1A2', 'gene/protein')",unknown,unknown,0.49365049600601196,0,1.0
15174,11226,drug-gene,"('1544', 'CYP1A2', 'gene/protein')","('DB11404', 'Enrofloxacin', 'drug')",unknown,unknown,0.49365055561065674,0,1.0
29568,6275,drug-gene,"('8856', 'NR1I2', 'gene/protein')","('DB00754', 'Ethotoin', 'drug')",unknown,unknown,0.4946924149990082,0,1.0
29568,6275,drug-gene,"('8856', 'NR1I2', 'gene/protein')","('DB00754', 'Ethotoin', 'drug')",unknown,unknown,0.4946924149990082,0,1.0
6275,29568,drug-gene,"('DB00754', 'Ethotoin', 'drug')","('8856', 'NR1I2', 'gene/protein')",unknown,unknown,0.4946924149990082,0,1.0
6275,29568,drug-gene,"('DB00754', 'Ethotoin', 'drug')","('8856', 'NR1I2', 'gene/protein')",unknown,unknown,0.49469247460365295,0,1.0
7306,28312,drug-gene,"('DB02345', 'Selenocysteine', 'drug')","('820', 'CAMP', 'gene/protein')",unknown,unknown,0.49611005187034607,0,1.0
28312,7306,drug-gene,"('820', 'CAMP', 'gene/protein')","('DB02345', 'Selenocysteine', 'drug')",unknown,unknown,0.49611005187034607,0,1.0
15209,9272,drug-gene,"('1565', 'CYP2D6', 'gene/protein')","('DB06603', 'Panobinostat', 'drug')",unknown,unknown,0.4974900782108307,0,1.0
9272,15209,drug-gene,"('DB06603', 'Panobinostat', 'drug')","('1565', 'CYP2D6', 'gene/protein')",unknown,unknown,0.4974900782108307,0,1.0
26668,5703,drug-gene,"('7047', 'TGM4', 'gene/protein')","('DB00130', 'L-Glutamine', 'drug')",unknown,unknown,0.49776166677474976,0,1.0
5703,26668,drug-gene,"('DB00130', 'L-Glutamine', 'drug')","('7047', 'TGM4', 'gene/protein')",unknown,unknown,0.49776166677474976,0,1.0
6464,14297,drug-gene,"('DB00958', 'Carboplatin', 'drug')","('1318', 'SLC31A2', 'gene/protein')",unknown,unknown,0.49834752082824707,0,1.0
14297,6464,drug-gene,"('1318', 'SLC31A2', 'gene/protein')","('DB00958', 'Carboplatin', 'drug')",unknown,unknown,0.49834752082824707,0,1.0
8208,18559,drug-gene,"('DB04147', 'Dodecyldimethylamine N-oxide', 'drug')","('28442', 'IGHV3-23', 'gene/protein')",unknown,unknown,0.49902576208114624,0,1.0
18559,8208,drug-gene,"('28442', 'IGHV3-23', 'gene/protein')","('DB04147', 'Dodecyldimethylamine N-oxide', 'drug')",unknown,unknown,0.49902576208114624,0,1.0
