drug_id,drug_name,node_idx
DB02873,"1-(2,6-Dichlorophenyl)-5-(2,4-Difluorophenyl)-7-Piperazin-1-Yl-3,4-Dihydroquinazolin-2(1h)-One",7572
DB02875,CRA_1802,7573
DB02877,Arotinoid acid,7574
DB02878,3-(2-Aminoethyl)-4-(Aminomethyl)Heptanedioic Acid,7575
DB02884,3-Cyclohexyl-L-alanine,7576
DB02887,Stavudine triphosphate,7577
DB02888,FKB-001,7578
DB02889,"4-O-(4,6-Dideoxy-4-{[4,5,6-Trihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}-Beta-D-Lyxo-Hexopyranosyl)-Alpha-D-Erythro-Hexopyranose",7579
DB02890,6-hydroxyuridine-5'-phosphate,7580
DB02893,D-Methionine,7581
DB02894,"Sulfamic Acid 2,3-O-(1-Methylethylidene)-4,5-O-Sulfonyl-Beta-Fructopyranose Ester",7582
DB02895,3-(Prop-2-Ene-1-Sulfinyl)-Propene-1-Thiol,7583
DB02898,(5R)-5-{[(2-Amino-3H-purin-6-yl)oxy]methyl}-2-pyrrolidinone,7584
DB02900,alpha-D-mannose 6-phosphate,7585
DB02901,Stanolone,7586
DB02902,3'-phospho-5'-adenylyl sulfate,7587
DB02908,RU78783,7588
DB02910,Octanoyl-Coenzyme A,7589
DB02911,"2,4-Diamino-6-Phenyl-5,6,7,8,-Tetrahydropteridine",7590
DB02915,"4-(2,4-Dimethyl-1,3-thiazol-5-yl)-N-[4-(trifluoromethyl)phenyl]-2-pyrimidinamine",7591
DB02917,N-Hydroxy-4-(Methyl{[5-(2-Pyridinyl)-2-Thienyl]Sulfonyl}Amino)Benzamide,7592
DB02918,Zardaverine,7593
DB02919,"2,4-Diamino-6-[N-(3',4',5'-Trimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine",7594
DB02924,"(4R)-limonene 1α,2α-epoxide",7595
DB02925,Piretanide,7596
DB02929,K201 free base,7597
DB02930,Adenosine 5'-[gamma-thio]triphosphate,7598
DB02931,CoA-s-acetyl tryptamine,7599
DB02932,(R)-Bicalutamide,7600
DB02933,5'-Deoxy-5'-(Methylthio)-Tubercidin,7601
DB02935,Diglyme,7602
DB02936,4-(1-Benzyl-3-Carbamoylmethyl-2-Methyl-1h-Indol-5-Yloxy)-Butyric Acid,7603
DB02938,Heptanoic acid,7604
DB02942,"Inositol 1,3-Bisphosphate",7605
DB02943,N-(4-Aminobutanoyl)-S-(4-methoxybenzyl)-L-cysteinylglycine,7606
DB02950,Hymenialdisine,7607
DB02952,2-aminoisobutyric acid,7608
DB02953,2-Thiomethyl-3-Phenylpropanoic Acid,7609
DB02955,Ricinoleic Acid,7610
DB02963,"(5-Chloropyrazolo[1,5-a]Pyrimidin-7-Yl)-(4-Methanesulfonylphenyl)Amine",7611
DB02964,"8,9,10-Trihydroxy-7-hydroxymethyl-2-thioxo-6-oxa-1,3-diaza-spiro[4.5]decan-4-one",7612
DB02966,Fluoro-Willardiine,7613
DB02967,N-Ethylmaleimide,7614
DB02973,4-(5-Bromo-2-Oxo-2h-Indol-3-Ylazo)-Benzenesulfonamide,7615
DB02974,4-(4-Chlorophenyl)Imidazole,7616
DB02977,PNU177836,7617
DB02979,"N1,N14-Bis((S-Methyl)Isothioureido)Tetradecane",7618
DB02983,Para-Mercury-Benzenesulfonic Acid,7619
DB02984,"4-[3-Methylsulfanylanilino]-6,7-Dimethoxyquinazoline",7620
DB02986,"N-(2-Thienylmethyl)-2,5-Thiophenedisulfonamide",7621
DB02987,Cysteine-S-acetamide,7622
DB02988,Imino-Tryptophan,7623
DB02989,CRA_10972,7624
DB02991,S-Ethyl-N-[4-(Trifluoromethyl)Phenyl]Isothiourea,7625
DB02994,Cacodylic acid,7626
DB02996,2-(Thiomethylene)-4-Methylpentanoic Acid,7627
DB02998,Metribolone,7628
DB02999,Quisqualic acid,7629
DB03003,Glutathione sulfonic acid,7630
DB03005,"3,8-Diamino-6-Phenyl-5-[6-[1-[2-[(1,2,3,4-Tetrahydro-9-Acridinyl)Amino]Ethyl]-1h-1,2,3-Triazol-5-Yl]Hexyl]-Phenanthridinium",7631
DB03006,Arsanilic acid,7632
DB03008,5-fluoro-beta-L-gulosyl fluoride,7633
DB03009,2-{[2-Oxo-2-(1-piperidinyl)ethyl]sulfanyl}-6-(trifluoromethyl)-4(1H)-pyrimidinone,7634
DB03010,Patupilone,7635
DB03012,Phenylalanine-N-Sulfonamide,7636
DB03013,N-acetyl-beta-D-glucosaminyl-(1->4)-N-acetyl-beta-D-glucosamine,7637
DB03015,"6-hydroxy-1,6-dihydro purine nucleoside",7638
DB03016,CRA_1801,7639
DB03017,Lauric acid,7640
DB03019,"4-(2,5-Dichloro-Thiophen-3-Yl)-Pyrimidin-2-Ylamine",7641
DB03020,5-beta-D-ribofuranosylnicotinamide adenine dinucleotide,7642
DB03021,Ulapualide A,7643
DB03023,"1-Tert-Butyl-3-(4-Chloro-Phenyl)-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine",7644
DB03024,2-Methyl-3-(2-Aminothiazolo)Propanal,7645
DB03026,Phosphoglycolohydroxamic Acid,7646
DB03028,1h-Benoximidazole-2-Carboxylic Acid,7647
DB03032,S-octylglutathione,7648
DB03033,4-methoxybenzenesulfinate,7649
DB03035,"1,8-Di-Hydroxy-4-Nitro-Anthraquinone",7650
DB03039,"4-(Aminosulfonyl)-N-[(2,5-Difluorophenyl)Methyl]-Benzamide",7651
DB03040,Nitrilotriacetic acid,7652
DB03041,UDP-alpha-D-glucuronic acid,7653
DB03042,5-Phosphoarabinonic Acid,7654
DB03044,Doramapimod,7655
DB03046,7-Methoxy-8-[1-(Methylsulfonyl)-1h-Pyrazol-4-Yl]Naphthalene-2-Carboximidamide,7656
DB03048,6-Carboxymethyluracil,7657
DB03052,Dazoxiben,7658
DB03056,4-Piperidino-Piperidine,7659
DB03058,2-Aminobenzyl alcohol,7660
DB03059,Acetoacetyl-CoA,7661
DB03060,Sri-9662,7662
DB03061,(R)-N-(1-Methyl-Hexyl)-Formamide,7663
DB03062,(1-Methyl-1h-Imidazol-2-Yl)-(3-Methyl-4-{3-[(Pyridin-3-Ylmethyl)-Amino]-Propoxy}-Benzofuran-2-Yl)-Methanone,7664
DB03064,"3-Decyl-2,5-Dioxo-4-Hydroxy-3-Pyrroline",7665
DB03065,7-Nitroindazole-2-Carboxamidine,7666
DB03066,D-Lactic acid,7667
DB03067,"4-{2,4-Bis[(3-Nitrobenzoyl)Amino]Phenoxy}Phthalic Acid",7668
DB03070,Selenazole-4-carboxyamide-adenine dinucleotide,7669
DB03072,"2-{3-[4-(4-Fluorophenyl)-3,6-Dihydro-1(2h)-Pyridinyl]Propyl}-8-Methyl-4(3h)-Quinazolinone",7670
DB03073,3-Methoxybenzamide,7671
DB03078,PASBN,7672
DB03081,"[N-[N-(4-Methoxy-2,3,6-trimethylphenylsulfonyl)-L-aspartyl]-D-(4-amidino-phenylalanyl)]-piperidine",7673
DB03082,6-[(Z)-Amino(Imino)Methyl]-N-[4-(Aminomethyl)Phenyl]-4-(Pyrimidin-2-Ylamino)-2-Naphthamide,7674
DB03083,IC261,7675
DB03084,"Cyclopropyl-{4-[5-(3,4-Dichlorophenyl)-2-[(1-Methyl)-Piperidin]-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine",7676
DB03085,Glycolic acid,7677
DB03086,"N'-(2s,3r)-3-Amino-4-Cyclohexyl-2-Hydroxy-Butano-N-(4-Methylphenyl)Hydrazide",7678
DB03087,2-(Sec-Butyl)Thiazole,7679
DB03088,Pidolic acid,7680
DB03092,5-Hydroxymethyl-Chonduritol,7681
DB03093,"8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine",7682
DB03095,Tetramethylammonium,7683
DB03096,2-Morpholinoethylamine,7684
DB03100,6-Nitroindazole,7685
DB03101,Ribose-1-Phosphate,7686
DB03102,"2-(Oxalyl-Amino)-4,7-Dihydro-5h-Thieno[2,3-C]Pyran-3-Carboxylic Acid",7687
DB03103,Thymidine-5'- Diphosphate,7688
DB03104,2-[4-[(Z)-2-Acetamido-3-oxo-3-[[(3S)-2-oxo-1-[(4-phenylphenyl)methyl]azepan-3-yl]amino]prop-1-enyl]-2-formylphenyl]acetic acid,7689
DB03106,scyllo-inositol,7690
DB03107,beta-Alanine,7691
DB03109,2-acetylamino-2-deoxy-b-D-allopyranose,7692
DB03110,2-Chlorophenol,7693
DB03114,PAS219,7694
DB03115,"5-Bromo-N-[(2S)-2,3-dihydroxypropoxy]-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]benzamide",7695
DB03120,p-Toluenesulfonic acid,7696
DB03121,(1-Benzyl-5-methoxy-2-methyl-1H-indol-3-yl)acetic acid,7697
DB03124,5-[4-(1-Carboxymethyl-2-Oxo-Propylcarbamoyl)-Benzylsulfamoyl]-2-Hydroxy-Benzoic Acid,7698
DB03125,"2,4-Diamino-5-(3,4,5-Trimethoxy-Benzyl)-Pyrimidin-1-Ium",7699
DB03126,Mant-Adp,7700
DB03127,Benzamidine,7701
DB03128,Acetylcholine,7702
DB03129,"Diamino-N-[3-(1,3,2-dioxaborolan-2-yloxy)propyl]methaniminium",7703
DB03130,S-P-Nitrobenzyloxycarbonylglutathione,7704
DB03132,3-(2-Benzothiazolylthio)-1-Propanesulfonic Acid,7705
DB03133,"2-(Beta-D-Glucopyranosyl)-5-Methyl-1,2,3-Benzimidazole",7706
DB03135,[2(Formyl-Hydroxy-Amino)-Ethyl]-Phosphonic Acid,7707
DB03136,4-Iodobenzo[B]Thiophene-2-Carboxamidine,7708
DB03137,"8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9-Pent-9h-Purin-6-Ylamine",7709
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,7710
DB03147,Flavin adenine dinucleotide,7711
DB03150,"2',3'-Dideoxythymidine-5'-Monophosphate",7712
DB03152,B-2-Octylglucoside,7713
DB03153,"3H-pyrazolo[4,3-d]pyrimidin-7-ol",7714
DB03154,{[7-(Difluoro-Phosphono-Methyl)-Naphthalen-2-Yl]-Difluoro-Methyl}-Phosphonic Acid,7715
DB03155,2'-fluoro-2'-deoxyuridine 3'-monophosphate,7716
DB03158,"D-Myo-Inositol-1,4-Bisphosphate",7717
DB03159,CRA_8696,7718
DB03166,Acetic acid,7719
DB03167,Pentabromophenol,7720
DB03169,(S)-Hmg-Coa,7721
DB03173,CRA_10433,7722
DB03175,Propyl alcohol,7723
DB03176,KB-141,7724
DB03179,Sinapoyl coenzyme A,7725
DB03181,"2-[4-(4-Hydroxy-3-Isopropyl-Phenoxy)-3,5-Dimethyl-Phenyl]-2h-[1,2,4]Triazine-3,5-Dione",7726
DB03182,alpha-Fluoro-carboxymethyldethia coenzyme A complex,7727
DB03183,"1-(4-Aminophenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester",7728
DB03185,"1-Beta-Ribofuranosyl-1,3-Diazepinone",7729
DB03186,Adenylate-3'-phosphate-[[2'-deoxy-uridine-5'-phosphate]-3'-phosphate],7730
DB03187,6-(Hydroxyethyldithio)-8-(Aminomethylthio)Octanoic Acid,7731
DB03189,Cu-Cyclam,7732
DB03191,3-Oxiran-2ylalanine,7733
DB03192,(R)-3-hydroxydecanoyl-CoA,7734
DB03193,Stearic acid,7735
DB03194,Methyl beta-L-fucopyranoside,7736
DB03195,3'-Fluoro-3'-deoxythymidine 5'-monophosphate,7737
DB03201,D-Cysteine,7738
DB03202,"2-[5-Methanesulfonylamino-2-(4-Aminophenyl)-6-Oxo-1,6-Dihydro-1-Pyrimidinyl]-N-(3,3,3-Trifluoro-1-Isopropyl-2-Oxopropyl)Acetamide",7739
DB03203,Sphingosine,7740
DB03206,Duvoglustat,7741
DB03207,"2-(Biphenyl-4-Sulfonyl)-1,2,3,4-Tetrahydro-Isoquinoline-3-Carboxylic Acid",7742
DB03213,Bis(5-Amidino-2-Benzimidazolyl)Methane Ketone,7743
DB03214,Vinylglycine,7744
DB03216,"(1'R,2'S)-9-(2-Hydroxy-3'-Keto-Cyclopenten-1-yl)Adenine",7745
DB03217,DPI59,7746
DB03218,N-acetyl-N'-beta-D-glucopyranosyl urea,7747
DB03220,FR-234938,7748
DB03221,AL7099A,7749
DB03222,dATP,7750
DB03223,Diphthamide,7751
DB03225,D-Tryptophan,7752
DB03226,Trifluoroethanol,7753
DB03227,Nicotinamide Mononucleotide,7754
DB03233,3'-deoxy-3'-aminothymidine monophosphate,7755
DB03239,"3',5'-Dinitro-N-Acetyl-L-Thyronine",7756
DB03240,"(S)-2-Amino-3-(1,3,5,7-Pentahydro-2,4-Dioxo-Cyclopenta[E]Pyrimidin-1-Yl) Proionic Acid",7757
DB03243,4-Fluorobenzylamine,7758
DB03245,S-4-Nitrobutyryl-CoA,7759
DB03247,Flavin mononucleotide,7760
DB03250,"2-(Beta-D-Glucopyranosyl)-5-Methyl-1,3,4-Benzothiazole",7761
DB03251,RWJ-51084,7762
DB03253,(2s)-Pyrrolidin-2-Ylmethylamine,7763
DB03255,Phenol,7764
DB03256,(6R)-Folinic acid,7765
DB03262,"Al-6619, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Hydroxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]",7766
DB03267,1-Allyl-3-Butyl-8-(N-Acetyl-4-Aminobenzyl)-Xanthine,7767
DB03268,RU82197,7768
DB03270,"2,6-Difluorobenzenesulfonamide",7769
DB03273,3'-Oxo-Adenosine,7770
DB03276,"4-[(10s,14s,18s)-18-(2-Amino-2-Oxoethyl)-14-(1-Naphthylmethyl)-8,17,20-Trioxo-7,16,19-Triazaspiro[5.14]Icos-11-En-10-Yl]Benzylphosphonic Acid",7771
DB03277,alpha-maltotriose,7772
DB03279,Dodecyl-Alpha-D-Maltoside,7773
DB03280,p1-(5'-adenosyl)p5-(5'-thymidyl)pentaphosphate,7774
DB03283,beta-L-fucose,7775
DB03286,C-(1-Azido-Alpha-D-Glucopyranosyl) Formamide,7776
DB03292,3-Phosphono-D-alanine,7777
DB03294,"1-Methyl-3-Oxo-1,3-Dihydro-Benzo[C]Isothiazole-5-Sulfonic Acid Amide",7778
DB03297,Benzylsulfonic acid,7779
DB03298,Phenylphosphate,7780
DB03305,N(G)-Iminoethylornithine,7781
DB03306,RU78300,7782
DB03307,4-[(6-Amino-4-Pyrimidinyl)Amino]Benzenesulfonamide,7783
DB03309,N-cyclohexyltaurine,7784
DB03310,Glutathione disulfide,7785
DB03311,"3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid [4-(Thiazol-2-Ylsulfamoyl)-Phenyl]-Amide",7786
DB03312,Brivudine,7787
DB03314,5-fluorotryptophan,7788
DB03316,"1,4-Dioxane",7789
DB03317,Ferroheme C,7790
DB03319,"(2S)-2-Ammonio-3-[5-(2-methyl-2-propanyl)-3-oxido-1,2-oxazol-4-yl]propanoate",7791
DB03323,Maltose,7792
DB03326,"Deoxycytidylyl-3',5'-guanosine",7793
DB03328,Dioxo(sulfanyl)molybdenum,7794
DB03329,2-Pyridinethiol,7795
DB03330,S-(N-hydroxy-N-iodophenylcarbamoyl)glutathione,7796
DB03331,"N-naphthalen-1-ylmethyl-2'-[3,5-dimethoxybenzamido]-2'-deoxy-adenosine",7797
DB03332,"5,6-Cyclic-Tetrahydropteridine",7798
DB03333,(4-sulfamoyl-phenyl)-thiocarbamic acid O-(2-thiophen-3-yl-ethyl) ester,7799
DB03336,BIA,7800
DB03337,1-(2-Amidinophenyl)-3-(Phenoxyphenyl)Urea,7801
DB03338,Heptyl glucoside,7802
DB03341,CoA-S-acetyl 5-bromotryptamine,7803
DB03344,"Inositol-(1,3,4,5,6)-Pentakisphosphate",7804
DB03345,Mercaptoethanol,7805
DB03346,"3,3',5,5'-tetrachlorobiphenyl-4,4'-diol",7806
DB03347,Triethyl phosphate,7807
DB03348,Huperzine B,7808
DB03349,8-Bromo-Adenosine-5'-Monophosphate,7809
DB03351,Sri-9439,7810
DB03354,"2-(Beta-D-Glucopyranosyl)-5-Methyl-1,3,4-Oxadiazole",7811
DB03359,"M-(N,N,N-Trimethylammonio)-2,2,2-Trifluoro-1,1-Dihydroxyethylbenzene",7812
DB03365,"4-[3-Hydroxyanilino]-6,7-Dimethoxyquinazoline",7813
DB03366,Imidazole,7814
DB03367,PF-00356231,7815
DB03368,"5-Methyl-5-(4-Phenoxy-Phenyl)-Pyrimidine-2,4,6-Trione",7816
DB03370,FR239087,7817
DB03372,"3-Mercapto-1-(1,3,4,9-Tetrahydro-B-Carbolin-2-Yl)-Propan-1-One",7818
DB03373,ZK-806711,7819
DB03374,"3,5-Diiodotyrosine",7820
DB03376,5'-O-(N-(Alanyl)sulfamoyl)adenosine,7821
DB03379,2-Carboxyethylphosphonic Acid,7822
DB03380,L-tyrosinamide,7823
DB03381,Hexadecanal,7824
DB03382,S-oxy-L-cysteine,7825
DB03383,CP-320626,7826
DB03384,Fica,7827
DB03385,4-Methylimidazole,7828
DB03389,alpha-D-Xylopyranose,7829
DB03390,"(2R,3R)-2,3-Dihydroxy-4-oxo-4-(propylamino)butanoic acid",7830
DB03392,"(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yl)-Phosphoramidic Acid Dimethyl Ester",7831
DB03393,Sanglifehrin A,7832
DB03394,Heptaethylene glycol,7833
DB03395,Enalkiren,7834
DB03396,"(2R,3R,4S,5R,6E)-3,4,5-Trihydroxy-N-[(3S,6R)-6-hydroxy-2-oxo-3-azepanyl]-2-methoxy-8,8-dimethyl-6-nonenamide",7835
DB03397,Uridine-Diphosphate-N-Acetylglucosamine,7836
DB03399,Ethyl Isocyanide,7837
DB03401,"1D-myo-inositol 1,4,5-trisphosphate",7838
DB03403,Cytidine-5'-Monophosphate,7839
DB03405,N2-[(Benzyloxy)carbonyl]-N-[(3R)-1-{N-[(benzyloxy)carbonyl]-L-leucyl}-4-oxo-3-pyrrolidinyl]-L-leucinamide,7840
DB03408,gamma-Glutamylcysteine,7841
DB03413,Deoxyuridine-5'-Diphosphate,7842
DB03414,5-Thio-a/B-D-Mannopyranosylamine,7843
DB03415,3-thiaoctanoyl-CoA,7844
DB03417,"(2S,3R)-2-[[4-(Tert-butylcarbamoyl)piperazine-1-carbonyl]amino]-6-(diaminomethylideneamino)-3-formylhexanoic acid",7845
DB03419,Uracil,7846
DB03424,Ubenimex,7847
DB03425,"2s,4r-4-Methylglutamate",7848
DB03428,SU9516,7849
DB03429,Tetrastearoyl cardiolipin,7850
DB03430,(S)-4-hydroxymandelonitrile,7851
DB03434,3-(N-morpholino)propanesulfonic acid,7852
DB03435,Uridine-5'-Diphosphate,7853
DB03439,"4,6-dideoxy-4-amino-alpha-D-glucose",7854
DB03441,2-Benzyl-3-Iodopropanoic Acid,7855
DB03442,Acid yellow 54 free acid,7856
DB03443,bis(5-amidino-benzimidazolyl)methanone zinc,7857
DB03444,6-bromoindirubin-3'-oxime,7858
DB03447,Uridylyl-2'-5'-phospho-adenosine,7859
DB03448,2'-Deoxyuridine 3'-Monophosphate,7860
DB03449,N-(4-{2-[(3-chlorobenzyl)amino]ethyl}phenyl)thiophene-2-carboximidamide,7861
DB03451,Lexacalcitol,7862
DB03453,Methyl (2S)-2-[[2-[(3R)-1-carbamimidoylpiperidin-3-yl]acetyl]amino]-3-[4-(2-phenylethynyl)phenyl]propanoate,7863
DB03455,(1H-indol-3-yl)-(2-mercapto-ethoxyimino)-acetic acid,7864
DB03456,N2-[(benzyloxy)carbonyl]-n1-[(3S)-1-cyanopyrrolidin-3-yl]-l-leucinamide,7865
DB03459,Sparfosic acid,7866
DB03461,Nicotinamide adenine dinucleotide phosphate,7867
DB03466,BMS184394,7868
DB03467,Naringenin,7869
DB03468,"1,2,3,4-Tetrahydro-Isoquinoline-7-Sulfonic Acid Amide",7870
DB03471,6-phenyl-4(R)-(7-phenyl-heptanoylamino)-hexanoic acid,7871
DB03476,Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine,7872
DB03477,1-Phenylsulfonamide-3-Trifluoromethyl-5-Parabromophenylpyrazole,7873
DB03478,2'-O-Acetyl Adenosine-5-Diphosphoribose,7874
DB03479,"8,9,10-trihydroxy-7-hydroxymethyl-3-methyl-6-oxa-1,3-diaza-spiro[4.5]decane-2,4-dione",7875
DB03480,Brequinar Analog,7876
DB03483,(4S)-5-[[(2S)-1-[[(2S)-1-Amino-3-[4-[difluoro(phosphono)methyl]phenyl]-1-oxopropan-2-yl]amino]-3-[4-[difluoro(phosphono)methyl]phenyl]-1-oxopropan-2-yl]amino]-4-benzamido-5-oxopentanoic acid,7877
DB03484,sn-glycero-3-phosphoethanolamine,7878
DB03485,alpha-D-Fucopyranose,7879
DB03486,Phosphomethylphosphonic acid guanosyl ester,7880
DB03487,(S)-Aspartimide,7881
DB03490,"3-Pyridin-4-Yl-2,4-Dihydro-Indeno[1,2-.C.]Pyrazole",7882
DB03491,2'-Deoxyguanosine-5'-Diphosphate,7883
DB03495,"4,6-Dideoxy-4-{[4,5,6-Trihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}-Alpha-D-Lyxo-Hexopyranosyl-(1->4)-Alpha-D-Threo-Hexopyranosyl-(1->6)-Alpha-L-Threo-Hexopyranose",7884
DB03496,Alvocidib,7885
DB03499,D-Malic acid,7886
DB03501,Galactose-uridine-5'-diphosphate,7887
DB03504,"9-Butyl-8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9h-Purin-6-Ylamine",7888
DB03506,9-Deazaadenine,7889
DB03507,"6-[3-(4-Morpholinyl)Propyl]-2-(3-Nitrophenyl)-5-Thioxo-5,6,-Dihydro-7h-Thienol[2',3':4,5]Pyrrolo[1,2-C]Imidazol-7-One",7890
DB03509,2-(4-Chlorophenyl)-5-Quinoxalinecarboxamide,7891
DB03510,6-O-Phosphoryl Inosine Monophosphate,7892
DB03512,"Uridine-2',3'-vanadate",7893
DB03515,Equilenin,7894
DB03516,Eniluracil,7895
DB03523,Brequinar,7896
DB03525,RU79073,7897
DB03526,AL5927,7898
DB03531,Flavin-adenine dinucleotide-N5-isobutyl ketone,7899
DB03535,Z-Pro-Prolinal,7900
DB03536,Benzyl N-[(2S)-5-(diaminomethylamino)-1-[[(2S)-4-fluoro-3-oxobutan-2-yl]amino]-1-oxopentan-2-yl]carbamate,7901
DB03539,2-(Acetylamino)-2-Deoxy-6-O-Methyl-Alpha-D-Allopyranose,7902
DB03541,"10-Propargyl-5,8-Dideazafolic Acid",7903
DB03542,L-Myo-Inositol-1-Phosphate,7904
DB03546,"N-({4-[(1R)-4-[(2R,4S,5S)-2,4-diamino-6-oxohexahydropyrimidin-5-yl]-1-(2,2,2-trifluoro-1,1-dihydroxyethyl)butyl]phenyl}carbonyl)-L-glutamic acid",7905
DB03551,"(3R,4R)-3-Hydroxy-4-(hydroxymethyl)-1-[(4-oxo-4,4a,5,7a-tetrahydro-3H-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]pyrrolidinium",7906
DB03552,3-Tyrosine,7907
DB03553,Glutaric Acid,7908
DB03554,5-Iodouracil,7909
DB03555,CRA_11092,7910
DB03556,"2-(2-{2-[2-(2-{2-[2-(2-Ethoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethanol, Polyethyleneglycol Peg400",7911
DB03557,4-[[(2S)-1-[[6-[(1-Amino-1-oxo-3-sulfanylpropan-2-yl)amino]-6-oxohexyl]amino]-3-[4-[difluoro(phosphono)methyl]phenyl]-1-oxopropan-2-yl]amino]-3-[[2-[4-[difluoro(phosphono)methyl]phenyl]acetyl]amino]-4-oxobutanoic acid,7912
DB03559,Cyclohexylformamide,7913
DB03565,1-O-Octyl-2-Heptylphosphonyl-Sn-Glycero-3-Phosphoethanolamine,7914
DB03566,Spermidine,7915
DB03568,Butyric Acid,7916
DB03572,FR230513,7917
DB03573,WRR-99,7918
DB03575,Phencyclidine,7919
DB03577,Alpha-Benzyl-Aminobenzyl-Phosphonic Acid,7920
DB03581,Glucose-6-Phosphate,7921
DB03583,"(2E,3S)-3-hydroxy-5'-[(4-hydroxypiperidin-1-yl)sulfonyl]-3-methyl-1,3-dihydro-2,3'-biindol-2'(1'H)-one",7922
DB03585,Oxyphenbutazone,7923
DB03587,Pyruvaldehyde,7924
DB03588,Diphenylacetic acid,7925
DB03589,Mesoxalic acid,7926
DB03591,RU82209,7927
DB03593,7-methyl-5'-guanylic acid,7928
DB03594,"1,2,4-Triazole",7929
DB03595,CRA_9785,7930
DB03596,N-[2-(1h-Indol-5-Yl)-Butyl]-4-Sulfamoyl-Benzamide,7931
DB03597,gamma-Glutamyl[S-(2-iodobenzyl)cysteinyl]glycine,7932
DB03598,"Al-6629, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Methoxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]",7933
DB03600,Capric acid,7934
DB03602,S-benzylglutathione,7935
DB03604,Tiratricol,7936
DB03606,(S)-Rolipram,7937
DB03608,Diminazene,7938
DB03609,3'-deoxyguanosine,7939
DB03611,L-2-amino-4-methoxy-cis-but-3-enoic acid,7940
DB03612,3-Hydroxybutyryl-Coenzyme A,7941
DB03614,Mecobalamin,7942
DB03615,Ribostamycin,7943
DB03616,Kabiramide C,7944
DB03619,Deoxycholic acid,7945
DB03621,"L-709,587",7946
DB03622,"5-[4-(2-Hydroxyethyl)-1-piperidinyl]-5-phenyl-2,4,6(1H,3H,5H)-pyrimidinetrione",7947
DB03623,"9-(4-Hydroxyphenyl)-2,7-Phenanthroline",7948
DB03626,"5-Methoxy-1,2-Dimethyl-3-(Phenoxymethyl)Indole-4,7-Dione",7949
DB03628,ISO24,7950
DB03632,Argifin,7951
DB03633,Lpc-Ether,7952
DB03635,Ethanesulfonic acid,7953
DB03636,Glycinamide,7954
DB03637,Guanidine-3-propanol,7955
DB03639,1-Guanidinium-7-Aminoheptane,7956
DB03642,N-[(2S)-4-Methyl-1-oxo-1-{[(4S)-3-oxo-1-(2-pyridinylsulfonyl)-4-azepanyl]amino}-2-pentanyl]-1-benzofuran-2-carboxamide,7957
DB03643,CRA_1144,7958
DB03645,Phosphonoacetohydroxamic Acid,7959
DB03650,(3e)-3-[(4-Hydroxyphenyl)Imino]-1h-Indol-2(3h)-One,7960
DB03657,1-deoxy-1-methoxycarbamido-beta-D-glucopyranose,7961
DB03660,4-Iodo-L-phenylalanine,7962
DB03661,L-cysteic acid,7963
DB03663,"1-[(2-Amino-6,9-Dihydro-1h-Purin-6-Yl)Oxy]-3-Methyl-2-Butanol",7964
DB03664,P1-(adenosine-5'-P5-(uridine-5')pentaphosphate,7965
DB03666,Zidovudine monophosphate,7966
DB03667,Acetic Acid Salicyloyl-Amino-Ester,7967
DB03670,"2-(Oxalyl-Amino)-4,5,6,7-Tetrahydro-Thieno[2,3-C]Pyridine-3-Carboxylic Acid",7968
DB03672,9-N-Phenylmethylamino-Tacrine,7969
DB03673,beta-2-Thienyl-L-alanine,7970
DB03677,N-Cyclohexyl-N'-Decylurea,7971
DB03680,Tartronate,7972
DB03682,"Dibenzofuran-4,6-Dicarboxylic Acid",7973
DB03683,2-{[Formyl(Hydroxy)Amino]Methyl}-4-Methylpentanoic Acid,7974
DB03685,Uridine monophosphate,7975
DB03686,S-(4-nitrobenzyl)glutathione,7976
